personnel_id,first_name,last_name,dob,gender,address,city,state,postcode,current_base
41-1458749,Evelyn,Turnpenny,03/09/1972,M,08 Hudson Crossing,Launceston,Tasmania,7904,HMAS Cerberus (Training Establishment)
41-1728220,Haley,Elgar,05/01/1975,F,84 Forster Circle,Sydney,New South Wales,1140,Mount Bundey Training Area
41-1746395,Iorgos,Trotter,23/02/1982,M,9 Maryland Terrace,Launceston,Tasmania,7904,HMAS Coonawarra
41-1891698,Colver,Shere,19/06/1983,M,69022 Tomscot Place,Eastern Suburbs Mc,New South Wales,1325,RAAF Learmonth
41-2249396,Moina,McPharlain,29/09/1978,F,00038 Rusk Junction,Adelaide Mail Centre,South Australia,5889,Majura Training Area
41-4032476,Pasquale,Paddingdon,20/04/1980,M,984 Dunning Park,Launceston,Tasmania,7916,RAAF Base Amberley
41-4164200,Jerald,Martynov,27/04/1983,M,7 Barby Drive,Sydney,New South Wales,1120,RAAF Base Pearce (Pilot Training)
41-4283638,Gare,OGlessane,01/04/1986,M,41779 Erie Drive,Strawberry Hills,New South Wales,1424,Blamey Barracks (Army Recruit Training Centre)
41-4602289,Sydney,OCridigan,20/12/1988,F,775 Pepper Wood Point,Sydney,New South Wales,1191,HMAS Cairns
41-5674101,Tito,Corrigan,06/04/1986,M,21 4th Hill,Perth,Western Australia,6843,RAAF Base Richmond
41-6335331,Haskell,Kingh,13/10/1983,M,978 Beilfuss Junction,Sydney,New South Wales,1120,HMAS Cairns
41-6868133,Rutter,Fishly,02/06/1974,M,2305 Bluejay Alley,Sydney,New South Wales,1033,RAAF Woomera
41-7348076,Maryl,Willard,05/04/1979,F,0 Schlimgen Drive,Sydney,New South Wales,1120,RAAF Base Amberley
41-7784931,Inger,Aaronsohn,22/02/1984,F,269 Saint Paul Hill,Australia Square,New South Wales,1213,Garden Island (Fleet Base East)
42-0852987,Dick,Landeg,21/06/1982,M,22 Memorial Court,Sydney,New South Wales,1206,Jungle Training Wing
42-1624102,Bank,Romagnosi,16/12/1972,M,5 Leroy Drive,Adelaide Mail Centre,South Australia,5874,Swanbourne Barracks (SAS Regiment)
42-3510597,Pat,Volkers,06/12/1975,M,6801 Kennedy Road,Sydney,New South Wales,1161,Garden Island (Fleet Base East)
42-4151844,Claudianus,Delves,20/02/1970,M,7212 Stang Park,Sydney,New South Wales,1120,RAAF Base Richmond
42-5184011,Gilbert,Jensen,27/12/1976,M,210 Sunfield Road,Sydney,New South Wales,1130,RAAF Woomera
42-5346492,Clyde,Fynan,20/08/1977,M,3 Dunning Center,Sydney,New South Wales,1009,RAAF Base Amberley
42-6700628,Timotheus,Fernandes,26/02/1971,M,294 Burning Wood Road,Northern Suburbs Mc,New South Wales,1694,Holsworthy Barracks
42-7632481,Frederic,MacPeake,09/10/1970,M,7 Loeprich Crossing,Launceston,Tasmania,7904,Irwin Barracks
42-9145238,Barri,Cordy,27/02/1980,M,079 American Point,Northern Suburbs Mc,New South Wales,1694,HMAS Stirling (Fleet Base West)
43-0856058,Emmery,Witton,07/02/1987,M,83560 Butterfield Terrace,Australia Square,New South Wales,1213,RAAF Curtin
43-1017172,Riki,Welton,28/10/1977,F,249 Hayes Hill,Eastern Suburbs Mc,New South Wales,1315,RAAF Base Darwin
43-1193222,Gerick,Lawly,26/03/1977,M,81740 Valley Edge Plaza,Adelaide Mail Centre,South Australia,5889,RAAF Base Williamtown
43-1496417,Carlita,Sutehall,09/07/1974,F,45711 Gulseth Plaza,Sydney,New South Wales,1109,RAAF Base Edinburgh
43-1502722,Trip,Lintott,13/03/1989,M,50739 Dorton Drive,Eastern Suburbs Mc,New South Wales,1325,Jervis Bay (Navy College)
43-1583052,Harwell,Lezemere,23/01/1985,M,7255 7th Center,Adelaide,South Australia,5839,Kokoda Barracks (Land Warfare Centre)
43-3930318,Adolf,Pennycuick,24/01/1983,M,82 Corry Place,Sydney,New South Wales,1130,HMAS Cairns
43-5618376,Simona,Houldey,21/06/1982,F,54100 Arrowood Hill,Adelaide Mail Centre,South Australia,5889,Kokoda Barracks (Land Warfare Centre)
43-5655638,Mamie,Naile,15/04/1975,F,99119 Basil Pass,Adelaide Mail Centre,South Australia,5869,HMAS Stirling (Fleet Base West)
43-5804655,Whitaker,Gonnin,08/07/1983,M,6 Spohn Place,Eastern Suburbs Mc,New South Wales,1315,HMAS Harman
43-5840577,Orly,Francomb,17/08/1974,F,2 Scott Junction,Sydney,New South Wales,1181,RAAF Base Richmond
43-5969696,Rafaello,Height,24/07/1980,M,4613 Coolidge Trail,Sydney,New South Wales,1181,RAAF Base Tindal
43-7867613,Nigel,Harvison,28/10/1979,M,81 Debra Alley,Sydney,New South Wales,1134,RAAF Woomera
44-0539887,Lurlene,Manon,17/07/1970,F,609 Straubel Trail,Perth,Western Australia,6817,RAAF Base Tindal
44-1701341,Nowell,Grace,08/12/1974,M,65297 Homewood Junction,Sydney,New South Wales,1009,HMAS Kuttabul (Fleet Base East)
44-1920998,Ernesto,Cinelli,15/08/1974,M,2083 Bluejay Lane,Sydney,New South Wales,1140,Blamey Barracks (Army Recruit Training Centre)
44-2885998,Wally,Alberti,08/11/1972,M,21281 Chinook Way,Sydney,New South Wales,1109,Mount Bundey Training Area
44-3539704,Lilias,McPhelimy,17/02/1982,F,829 Pearson Crossing,Sydney,New South Wales,1043,Lone Pine Barracks (School of Infantry)
44-3634831,Chadd,Meysham,21/05/1977,M,566 Kipling Pass,Australia Square,New South Wales,1213,Garden Island (Fleet Base East)
44-4430854,Estrella,Paddle,23/05/1970,F,9019 Dryden Court,Sydney,New South Wales,1009,RAAF Base Williamtown
44-4732690,Josi,Longhurst,26/11/1982,F,62 Mifflin Avenue,Strawberry Hills,New South Wales,1424,Blamey Barracks (Army Recruit Training Centre)
44-5091499,Alanson,Segge,17/02/1986,M,28 Kropf Circle,Sydney,New South Wales,1033,RAAF Base Tindal
44-7412350,Chicky,Shellum,28/08/1973,M,2 Dixon Lane,Eastern Suburbs Mc,New South Wales,1325,Jungle Training Wing
44-8579835,Florinda,Fanton,08/01/1972,F,2753 Troy Junction,Brisbane,Queensland,9010,RAAF Base Edinburgh
44-9120466,Bart,McCumesky,21/08/1977,M,28769 Del Mar Center,Sydney South,New South Wales,1235,Blamey Barracks (Army Recruit Training Centre)
45-0406186,Dermot,Goodered,25/10/1988,M,75 Quincy Terrace,Strawberry Hills,New South Wales,1424,Woodside Barracks
45-0506585,Karly,Viste,23/03/1976,F,9464 Goodland Terrace,Brisbane,Queensland,9010,HMAS Kuttabul (Fleet Base East)
45-0536716,Turner,Fridaye,07/09/1984,M,00 Crownhardt Junction,Sydney,New South Wales,1120,RAAF Base Richmond
45-1925923,Pat,Huxstep,06/12/1986,M,53684 Westend Circle,Launceston,Tasmania,7916,Irwin Barracks
45-2378800,Dom,Pearcehouse,28/12/1970,M,55 Anderson Junction,Adelaide Mail Centre,South Australia,5889,HMAS Waterhen
45-2820507,Shurlocke,Bruck,30/05/1972,M,2366 Sutherland Place,Sydney,New South Wales,1120,HMAS Kuttabul (Fleet Base East)
45-4097848,Floria,Melesk,30/04/1973,F,154 Shasta Way,Sydney,New South Wales,1171,RAAF Base Darwin
45-5649550,Obidiah,Bowld,08/09/1985,M,57 Oriole Junction,Launceston,Tasmania,7916,RAAF Learmonth
45-6101158,Osmund,Ashbe,08/01/1985,M,5 Autumn Leaf Junction,Sydney,New South Wales,1206,HMAS Coonawarra
45-6634021,Friederike,Franklyn,02/01/1983,F,3 Lakewood Center,Brisbane,Queensland,9010,Irwin Barracks
45-6834644,Maryrose,Mutimer,19/07/1985,F,10 Dixon Pass,Melbourne,Victoria,8383,RAAF Scherger
45-8630866,Granger,Ridge,22/03/1980,M,8614 Shoshone Avenue,Sydney,New South Wales,1109,RAAF Curtin
45-9007309,Derward,Lukas,24/05/1972,M,8 Declaration Street,Sydney,New South Wales,1009,Jungle Training Wing
46-0770690,Damian,Kimmons,20/03/1982,M,896 Erie Terrace,Adelaide Mail Centre,South Australia,5889,HMAS Albatross
46-1961143,Ronny,Crickett,27/12/1985,F,5 Fisk Center,Strawberry Hills,New South Wales,1424,RAAF Scherger
46-2240953,Kenny,Verrell,13/04/1981,M,9 Meadow Ridge Drive,Sydney,New South Wales,1043,Victoria Barracks (Melbourne)
46-3729041,Sasha,Tiebe,01/10/1971,M,4 Mendota Hill,Adelaide,South Australia,5839,Watsonia Barracks
47-3688859,Dwayne,Yakovl,29/10/1978,M,5 Badeau Place,Hobart,Tasmania,7803,Townsville Field Training Area
47-5409347,Carmina,Bolstridge,25/12/1972,F,30 Holmberg Alley,Brisbane,Queensland,9010,Kokoda Barracks (Land Warfare Centre)
47-6789945,Harwell,Sallan,09/10/1985,M,42 John Wall Park,Northern Suburbs Mc,New South Wales,1694,Puckapunyal Military Area (Training)
47-8255805,Bren,Rudledge,27/05/1986,M,187 Spaight Circle,Eastern Suburbs Mc,New South Wales,1315,HMAS Stirling (Fleet Base West)
47-9655383,Ava,Lapley,03/12/1973,F,7 Trailsway Hill,Launceston,Tasmania,7904,Jervis Bay (Navy College)
48-1298040,Aluin,Ruzic,23/12/1989,M,46795 Messerschmidt Crossing,Brisbane,Queensland,9010,RAAF Base East Sale (Air Training College)
48-1344344,Angelita,Zealey,22/01/1989,F,5 Westend Point,Sydney,New South Wales,1043,HMAS Waterhen
48-2310817,Cyrille,Izzard,23/06/1989,M,4147 Fairview Point,Sydney,New South Wales,1033,Majura Training Area
48-3027479,Ricard,Davidofski,20/05/1974,M,19507 Meadow Valley Junction,Eastern Suburbs Mc,New South Wales,1315,Townsville Field Training Area
48-3693330,Tess,Faust,24/02/1975,F,6 Talisman Lane,Sydney,New South Wales,1196,Swanbourne Barracks (SAS Regiment)
48-6960136,Liesa,Hasell,03/11/1985,F,60 Clove Hill,Sydney,New South Wales,1028,HMAS Cerberus (Training Establishment)
48-8345089,Valenka,Colombier,16/06/1978,F,25 Morrow Junction,Adelaide,South Australia,5839,Townsville Field Training Area
49-0265434,Pen,Hanwell,27/06/1988,M,51 Grayhawk Street,Launceston,Tasmania,7904,Swanbourne Barracks (SAS Regiment)
49-0424941,Olenolin,Thresh,18/10/1971,M,9205 Utah Alley,Adelaide Mail Centre,South Australia,5899,RAAF Base Amberley
49-0729701,Glory,Wavish,02/03/1989,F,9708 East Plaza,Sydney,New South Wales,1134,RAAF Base Edinburgh
49-1067763,Yanaton,Cleaver,28/04/1988,M,15863 Mcguire Plaza,Sydney,New South Wales,1206,Shoalwater Bay Training Area
49-1280000,Godwin,Windrus,08/08/1972,M,22 Mandrake Way,Sydney,New South Wales,1134,Victoria Barracks (Sydney)
49-1642881,Renard,MacMickan,02/02/1978,M,8202 Summit Alley,Adelaide Mail Centre,South Australia,5899,HMAS Harman
49-2608963,Armand,McDunlevy,14/06/1971,M,91 Sauthoff Terrace,Sydney,New South Wales,1120,Kokoda Barracks (Land Warfare Centre)
49-3009345,Georgianne,Zuann,17/02/1987,F,1704 Burning Wood Plaza,Sydney South,New South Wales,1235,RAAF Base Pearce (Pilot Training)
49-3330663,Rozanne,Lundy,21/07/1973,F,87429 Russell Center,Brisbane,Queensland,9010,HMAS Waterhen
49-3561121,Doretta,Boeck,30/09/1970,F,908 Acker Crossing,Launceston,Tasmania,7904,Majura Training Area
49-4479475,Sissy,Purvis,17/12/1981,F,8536 Veith Parkway,Sydney,New South Wales,1120,HMAS Cairns
49-4806113,Graig,Keilty,22/07/1983,M,370 Pankratz Court,Hobart,Tasmania,7808,Victoria Barracks (Sydney)
49-5014490,Abram,Robjents,11/08/1986,M,47 Ohio Way,Melbourne,Victoria,8045,Lone Pine Barracks (School of Infantry)
49-5417263,Silvan,Stoggell,04/11/1972,M,03 Bunker Hill Court,Adelaide Mail Centre,South Australia,5874,Joint Warfare Training Centre
49-5725912,Coleman,Genn,26/02/1975,M,361 Hudson Street,Perth,Western Australia,6817,Gallipoli Barracks
49-6653536,Valentin,Litchmore,13/12/1987,M,94 Wayridge Point,Sydney,New South Wales,1196,RAAF Base Wagga
49-7493174,Blondelle,McCritichie,08/07/1973,F,8667 Russell Point,Hobart,Tasmania,7803,Townsville Field Training Area
49-8207571,See,Denacamp,27/04/1980,M,2 Monterey Pass,Sydney,New South Wales,1181,RAAF Curtin
50-0805569,Brinna,Swafford,08/02/1977,F,87943 Moland Center,Sydney,New South Wales,1206,RAAF Base Darwin
50-0882549,Isabelita,Austick,27/08/1975,F,60 Gulseth Junction,Eastern Suburbs Mc,New South Wales,1325,Victoria Barracks (Sydney)
50-3715653,Esme,Cauldfield,18/10/1984,F,96 Blackbird Parkway,Adelaide Mail Centre,South Australia,5889,Woodside Barracks
50-3917712,Killie,Lanfranconi,08/11/1975,M,9 Brown Avenue,Hobart,Tasmania,7803,HMAS Cairns
50-4135381,Shellysheldon,Waudby,03/10/1987,M,9312 Oxford Drive,Adelaide Mail Centre,South Australia,5874,Gallipoli Barracks
50-4821323,Ninnetta,Garcia,07/02/1972,F,099 5th Terrace,Hobart,Tasmania,7808,HMAS Stirling (Fleet Base West)
50-6065226,Devland,Keenan,05/08/1979,M,09 Bowman Lane,Launceston,Tasmania,7916,Shoalwater Bay Training Area
50-8833488,Talbot,Pherps,05/01/1984,M,25454 Butternut Junction,Australia Square,New South Wales,1213,Victoria Barracks (Melbourne)
51-0145259,Albertina,Gavini,20/03/1970,F,4218 Green Ridge Avenue,Sydney,New South Wales,1043,RAAF Base Pearce (Pilot Training)
51-1608992,Roselin,Service,06/05/1979,F,60029 Scofield Point,Sydney South,New South Wales,1235,HMAS Kuttabul (Fleet Base East)
51-2001466,Ave,Learned,17/11/1979,M,9 Katie Lane,Sydney,New South Wales,1134,Majura Training Area
51-2626674,Nicolea,Mounter,09/05/1973,F,74192 Oxford Drive,Brisbane,Queensland,9010,Garden Island (Fleet Base East)
51-5695603,Tyler,Kennewell,11/08/1987,M,3231 Tomscot Point,Sydney,New South Wales,1196,Lavarack Barracks
51-5720317,Lefty,Earland,29/10/1971,M,52984 Northfield Center,Brisbane,Queensland,9010,HMAS Waterhen
51-6278992,Liesa,Cargenven,19/10/1977,F,99 Orin Pass,Sydney,New South Wales,1120,Lavarack Barracks
51-6950649,Cesya,Ollenbuttel,27/08/1975,F,6949 Lindbergh Plaza,Sydney,New South Wales,1134,Kokoda Barracks (Land Warfare Centre)
51-8125935,Karoly,Glass,07/03/1972,F,6739 Transport Lane,Sydney,New South Wales,1191,Swanbourne Barracks (SAS Regiment)
52-1122838,Onfre,Anlay,02/07/1974,M,592 Crescent Oaks Park,Sydney,New South Wales,1033,RAAF Scherger
52-1745052,Silvio,Baguley,30/05/1989,M,4 Kenwood Alley,Strawberry Hills,New South Wales,1424,RAAF Base Edinburgh
52-2290374,Irvine,Scotti,30/08/1973,M,60 Holmberg Road,Sydney South,New South Wales,1235,Joint Warfare Training Centre
52-3167877,Gustaf,Melanaphy,30/07/1979,M,9559 Muir Road,Perth,Western Australia,6843,RAAF Base Darwin
52-3715329,Kasper,Glasheen,16/06/1973,M,237 Talisman Court,Melbourne,Victoria,8383,HMAS Kuttabul (Fleet Base East)
52-4513997,Marna,Stoute,14/04/1989,F,826 South Junction,Sydney,New South Wales,1009,RAAF Base Wagga
52-5529092,Ruthanne,Strutley,09/03/1978,F,59473 Old Gate Street,Sydney,New South Wales,1028,Lavarack Barracks
52-6071312,Theodora,McCrainor,08/08/1975,F,0 Hintze Alley,Eastern Suburbs Mc,New South Wales,1391,HMAS Stirling (Fleet Base West)
52-6435245,Dukey,Martyn,18/04/1970,M,36 Warrior Lane,Sydney,New South Wales,1109,RAAF Scherger
52-6654463,Hansiain,Cliss,27/09/1981,M,049 Vera Parkway,Sydney,New South Wales,1171,Gallipoli Barracks
52-7009404,Jamey,Rycraft,02/04/1988,M,855 Katie Crossing,Australia Square,New South Wales,1213,Lone Pine Barracks (School of Infantry)
52-9908840,Benson,Bradane,26/09/1987,M,2191 Lakewood Trail,Sydney,New South Wales,1120,Townsville Field Training Area
53-1258162,Myrilla,Buckoke,23/03/1988,F,92 Quincy Junction,Eastern Suburbs Mc,New South Wales,1391,Jungle Training Wing
53-1283193,Elisabeth,Plunkett,09/12/1973,F,6232 Bay Avenue,Adelaide,South Australia,5839,Shoalwater Bay Training Area
53-6206117,Dolli,Beaby,16/05/1972,F,5 Briar Crest Center,Australia Square,New South Wales,1213,Jungle Training Wing
53-6981952,Neils,Bachelar,12/10/1985,M,481 Lake View Pass,Sydney,New South Wales,1206,Shoalwater Bay Training Area
53-9145965,Abbott,Saipy,25/05/1986,M,6 Comanche Park,Sydney,New South Wales,1109,RAAF Base Darwin
54-2486859,Kaylil,Ibberson,27/09/1976,F,00 Ridge Oak Trail,Eastern Suburbs Mc,New South Wales,1315,RAAF Base Wagga
54-6093110,Miles,Hymor,09/05/1983,M,4 Lyons Court,Perth,Western Australia,6843,RAAF Base Tindal
54-6177756,Cassius,De Francisci,21/12/1973,M,63 Mesta Drive,Northern Suburbs Mc,New South Wales,1694,Holsworthy Barracks
54-7212102,Benni,Nickols,19/03/1979,F,5336 Carioca Hill,Sydney,New South Wales,1161,RAAF Base Amberley
55-0473078,Kit,Wixon,01/01/1979,M,99149 Tony Drive,Sydney,New South Wales,1009,RAAF Base Richmond
55-0602569,Hildagard,Nethercott,02/10/1981,F,92 Vera Junction,Sydney,New South Wales,1130,HMAS Coonawarra
55-1221628,Mathe,Alfonsetti,09/06/1982,M,0281 Carpenter Trail,Sydney,New South Wales,1206,RAAF Base Edinburgh
55-2578086,Ragnar,Treleaven,01/06/1979,M,38730 Birchwood Road,Launceston,Tasmania,7916,Holsworthy Barracks
55-3483174,Stafford,Marc,18/10/1979,M,95309 Colorado Street,Sydney,New South Wales,1191,RAAF Base Wagga
55-4300729,Engracia,Glynne,11/01/1989,F,3 Continental Avenue,Australia Square,New South Wales,1213,RAAF Curtin
55-6095146,Sue,Ziehm,18/06/1979,F,1 Paget Place,Sydney,New South Wales,1171,Holsworthy Barracks
55-8232404,Mala,Brome,12/01/1984,F,600 Anniversary Street,Adelaide Mail Centre,South Australia,5889,Garden Island (Fleet Base East)
56-1239648,Norris,Auguste,01/03/1973,M,881 Crowley Hill,Sydney,New South Wales,1161,RAAF Base East Sale (Air Training College)
56-1864126,Adeline,Jenk,16/02/1984,F,101 Esch Lane,Sydney,New South Wales,1120,Puckapunyal Military Area (Training)
56-4229260,Tony,Horsley,13/09/1973,F,28833 Golden Leaf Alley,Sydney,New South Wales,1120,Garden Island (Fleet Base East)
56-4330432,Everett,Lotwich,07/07/1970,M,5 Arapahoe Crossing,Launceston,Tasmania,7904,RAAF Base Amberley
56-5263326,Pavel,Lissandri,13/05/1985,M,3164 Nancy Hill,Adelaide Mail Centre,South Australia,5874,Blamey Barracks (Army Recruit Training Centre)
56-6147620,Everett,Monkley,26/10/1987,M,9 Old Gate Point,Melbourne,Victoria,8045,RAAF Curtin
56-6649469,Beale,Edmondson,14/01/1989,M,6502 Loomis Alley,Sydney South,New South Wales,1235,RAAF Woomera
56-7358944,Miles,Graveson,04/10/1978,M,4482 Village Green Plaza,Sydney South,New South Wales,1235,RAAF Base Richmond
56-7422762,Kris,Pitherick,18/05/1982,M,58 Gina Way,Sydney,New South Wales,1206,Jervis Bay (Navy College)
56-7590035,Bjorn,Sharpin,25/01/1983,M,5 Farwell Way,Perth,Western Australia,6843,Shoalwater Bay Training Area
56-7838083,Wake,Spelsbury,14/04/1984,M,838 Dryden Circle,Brisbane,Queensland,9010,Mount Bundey Training Area
56-8583968,Bertram,Skrine,29/03/1980,M,0585 Fair Oaks Circle,Hobart,Tasmania,7808,HMAS Kuttabul (Fleet Base East)
56-8587084,Ernest,Adrian,22/09/1987,M,281 Elgar Junction,Adelaide Mail Centre,South Australia,5874,Townsville Field Training Area
56-9109231,Derry,Summerbell,28/11/1979,M,3107 Corben Drive,Sydney,New South Wales,1043,RAAF Base Williamtown
56-9617606,Al,Lamke,21/08/1977,M,99 Homewood Alley,Adelaide Mail Centre,South Australia,5889,RAAF Woomera
57-0055006,Jacklin,Filoniere,20/03/1989,F,50 Redwing Road,Hobart,Tasmania,7808,Majura Training Area
57-0382043,Alleen,Bedinn,26/03/1976,F,882 Fulton Parkway,Sydney,New South Wales,1181,Majura Training Area
57-0946395,Augy,Schober,17/04/1983,M,58237 Johnson Circle,Sydney South,New South Wales,1235,Garden Island (Fleet Base East)
57-1762560,Geralda,Izacenko,01/04/1970,F,5408 Shoshone Crossing,Melbourne,Victoria,8383,HMAS Cerberus (Training Establishment)
57-2441269,Patten,Holston,13/02/1973,M,893 Quincy Pass,Sydney,New South Wales,1033,RAAF Base East Sale (Air Training College)
57-3121506,Francesca,Barczewski,23/11/1973,F,2 Bellgrove Place,Sydney,New South Wales,1140,Lone Pine Barracks (School of Infantry)
57-3774874,Albie,Hamman,27/12/1989,M,746 Jenna Crossing,Launceston,Tasmania,7904,Robertson Barracks
57-3788467,Uriah,Petegrew,05/12/1978,M,47 Northfield Pass,Sydney,New South Wales,1206,Lone Pine Barracks (School of Infantry)
57-4716893,Malvin,Wass,18/02/1973,M,7 Becker Parkway,Eastern Suburbs Mc,New South Wales,1325,RAAF Base Amberley
57-8183641,Minne,Ekins,26/09/1986,F,663 Glendale Alley,Sydney,New South Wales,1206,Victoria Barracks (Melbourne)
57-9935374,Fawnia,Ironmonger,09/11/1982,F,27160 Hoard Alley,Eastern Suburbs Mc,New South Wales,1315,RAAF Base East Sale (Air Training College)
58-0369652,Ingar,Cassedy,27/09/1980,M,97 Crowley Court,Sydney,New South Wales,1196,HMAS Cairns
58-1194771,Adolphe,Macconachy,28/10/1974,M,4141 Jana Drive,Perth,Western Australia,6843,Victoria Barracks (Melbourne)
58-1281720,Langsdon,Hacquard,16/11/1972,M,29965 Delaware Circle,Sydney South,New South Wales,1235,Garden Island (Fleet Base East)
58-1384871,Karola,Vail,01/05/1986,F,0 Arizona Plaza,Perth,Western Australia,6817,Swanbourne Barracks (SAS Regiment)
58-1909951,Toby,Orkney,27/09/1980,F,30611 Michigan Terrace,Eastern Suburbs Mc,New South Wales,1315,Woodside Barracks
58-4643494,Maia,Artus,13/06/1975,F,85320 Eastlawn Way,Eastern Suburbs Mc,New South Wales,1315,Majura Training Area
58-4764835,Briana,Benettelli,29/12/1980,F,74545 Bayside Center,Australia Square,New South Wales,1213,HMAS Stirling (Fleet Base West)
58-5896594,Lindy,Milburne,07/09/1979,M,04 Calypso Street,Sydney,New South Wales,1120,HMAS Coonawarra
58-7215193,Kile,Chancellor,27/11/1972,M,728 Alpine Parkway,Hobart,Tasmania,7803,RAAF Base Richmond
58-7618165,Kayla,Wivell,21/09/1979,F,1 Bultman Parkway,Eastern Suburbs Mc,New South Wales,1325,RAAF Learmonth
58-8975342,Bev,Dunseath,30/04/1989,F,12 Twin Pines Park,Sydney,New South Wales,1191,Blamey Barracks (Army Recruit Training Centre)
59-1015009,Jehanna,Coyett,07/01/1989,F,34544 Northland Center,Launceston,Tasmania,7904,RAAF Learmonth
59-1024214,Hattie,Touson,19/06/1971,F,954 Oxford Hill,Perth,Western Australia,6817,Holsworthy Barracks
59-1747015,Dieter,Mapam,09/01/1988,M,15693 Harper Street,Launceston,Tasmania,7904,HMAS Harman
59-2725197,Keefer,Diperaus,23/10/1980,M,7779 Rockefeller Crossing,Adelaide Mail Centre,South Australia,5899,Woodside Barracks
59-3063914,Travis,Orford,19/03/1976,M,78 New Castle Terrace,Adelaide,South Australia,5839,RAAF Scherger
59-3339438,Susanetta,Zanelli,16/09/1973,F,3 Reinke Street,Hobart,Tasmania,7808,RAAF Base Wagga
59-5421337,Kiley,Ubsdell,17/07/1971,F,54 Artisan Hill,Sydney,New South Wales,1134,RAAF Base Darwin
59-7035894,Chaddy,Quodling,24/08/1977,M,452 Menomonie Place,Hobart,Tasmania,7803,HMAS Stirling (Fleet Base West)
59-7510232,Armand,Tunesi,10/05/1970,M,1328 Swallow Lane,Sydney,New South Wales,1196,RAAF Base Wagga
59-8992067,Susannah,Akam,12/06/1986,F,407 Randy Parkway,Sydney,New South Wales,1009,HMAS Cairns
59-9140597,Quintilla,Glyne,03/11/1978,F,95 Novick Court,Eastern Suburbs Mc,New South Wales,1391,RAAF Base Williamtown
59-9610865,Zane,Luca,24/06/1977,M,323 Coolidge Park,Melbourne,Victoria,8383,Watsonia Barracks
60-0317847,Fernandina,Salvatore,20/07/1981,F,6 Gulseth Crossing,Australia Square,New South Wales,1213,HMAS Cairns
60-1430501,Lief,Niblock,15/08/1989,M,06 Chive Circle,Brisbane,Queensland,9010,Lavarack Barracks
60-1627525,Emily,Kittles,12/12/1974,F,224 Elka Crossing,Sydney,New South Wales,1134,Swanbourne Barracks (SAS Regiment)
60-1725427,Noami,Fevier,20/12/1988,F,1350 Mccormick Street,Sydney,New South Wales,1181,Lavarack Barracks
60-2803315,Anton,Tubbs,02/11/1978,M,00303 Reinke Pass,Sydney,New South Wales,1043,HMAS Cairns
60-3881459,Gilly,Reiglar,10/04/1987,F,23 Ridge Oak Crossing,Eastern Suburbs Mc,New South Wales,1391,RAAF Base Williamtown
60-5596278,Billye,Flacknell,27/12/1976,F,8 Mcbride Plaza,Eastern Suburbs Mc,New South Wales,1315,Victoria Barracks (Melbourne)
60-8043044,Alwin,Dunlap,30/08/1978,M,42 Talisman Avenue,Sydney,New South Wales,1140,Irwin Barracks
60-8767993,Gib,OKeaveny,03/06/1972,M,42 Arapahoe Parkway,Sydney,New South Wales,1140,Majura Training Area
61-1346201,Stillman,McPake,06/12/1971,M,90 Thompson Point,Sydney South,New South Wales,1235,Kokoda Barracks (Land Warfare Centre)
61-2228608,Robena,Pinckard,08/12/1981,F,07 Lake View Center,Adelaide,South Australia,5839,Jervis Bay (Navy College)
61-2372634,Kamillah,Nannoni,13/12/1987,F,3696 Lien Hill,Sydney,New South Wales,1206,Townsville Field Training Area
61-5460447,Ellwood,Styles,26/11/1988,M,6 Sommers Avenue,Sydney,New South Wales,1043,HMAS Kuttabul (Fleet Base East)
61-5829796,Ange,Wimlett,02/05/1980,M,807 Katie Lane,Perth,Western Australia,6817,Holsworthy Barracks
61-5856024,Wendy,Forcer,28/06/1976,F,31 Holy Cross Way,Perth,Western Australia,6843,RAAF Base Tindal
61-6137907,Simone,Casson,09/08/1985,F,1 Oakridge Drive,Launceston,Tasmania,7916,HMAS Coonawarra
61-7830494,Lynnelle,Rodson,07/03/1982,F,9296 Bayside Trail,Launceston,Tasmania,7916,Gallipoli Barracks
61-8689975,Harp,Wisam,16/12/1989,M,59328 Lotheville Terrace,Sydney,New South Wales,1043,Victoria Barracks (Melbourne)
61-8940156,Ody,Philpin,30/06/1978,M,908 Meadow Ridge Trail,Eastern Suburbs Mc,New South Wales,1315,Shoalwater Bay Training Area
61-9831853,Leonardo,Rearie,12/01/1972,M,31 Northwestern Trail,Melbourne,Victoria,8383,RAAF Base Richmond
62-0418325,Dalia,Crosgrove,24/12/1973,F,97 Macpherson Parkway,Perth,Western Australia,6843,Majura Training Area
62-2132282,Maude,Billion,23/02/1979,F,6 Waywood Street,Melbourne,Victoria,8383,Majura Training Area
62-2726205,Hunt,Mees,02/07/1983,M,124 Walton Lane,Melbourne,Victoria,8045,Garden Island (Fleet Base East)
62-2781512,Petronille,Strotone,20/05/1978,F,16 Moose Parkway,Eastern Suburbs Mc,New South Wales,1315,RAAF Base Tindal
62-3899940,Salomon,Peddie,16/06/1973,M,050 Truax Crossing,Sydney,New South Wales,1134,HMAS Coonawarra
62-4092116,Marjy,Hazzard,06/01/1985,F,318 Little Fleur Way,Australia Square,New South Wales,1213,Jungle Training Wing
62-5061720,Agneta,Denver,28/10/1984,F,84457 Ridge Oak Court,Sydney,New South Wales,1043,HMAS Coonawarra
